GENE_FROM	MRNA_FROM	CHROM_FROM	START_FROM	STOP_FROM	STRAND_FROM	GENE_TO	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
fgenesh1_pg.C_scaffold_1000959.5	bden_t_22086	bdenJAM81_scaffold_1	2826750	2829020	1	BDEG_01064	BDET_01068	bden_JEL423_supercont1.1	2836876	2839190	-1	no
e_gw1.7.257.1.5	bden_t_11779	bdenJAM81_scaffold_7	74716	75564	-1	BDEG_02563	BDET_02570	bden_JEL423_supercont1.3	62212	63472	-1	yes
GP3.088380.5	bden_t_93279	bdenJAM81_scaffold_182	2302	3063	-1						NO_SYNTENIC_ALIGNMENT
GP3.012820.5	bden_t_85723	bdenJAM81_scaffold_1	700509	703417	1	BDEG_00265	BDET_00267	bden_JEL423_supercont1.1	706473	709381	-1	yes
GP3.057580.5	bden_t_90199	bdenJAM81_scaffold_9	323983	329238	-1	BDEG_05865	BDET_05882	bden_JEL423_supercont1.8	750845	756100	-1	yes
estExt_fgenesh1_pg.C_70034.5	bden_t_35179	bdenJAM81_scaffold_7	114573	117608	1	BDEG_02576	BDET_02583	bden_JEL423_supercont1.3	101776	102330	-1	no
estExt_fgenesh1_pg.C_70034.5	bden_t_35179	bdenJAM81_scaffold_7	114573	117608	1	BDEG_02577	BDET_02584	bden_JEL423_supercont1.3	102473	104829	-1	no
gw1.2.363.1.5	bden_t_4816	bdenJAM81_scaffold_2	1600452	1601228	1	BDEG_03290	BDET_03298	bden_JEL423_supercont1.4	210665	216770	-1	yes
e_gw1.4.334.1.5	bden_t_10639	bdenJAM81_scaffold_4	818896	820205	-1	BDEG_02226	BDET_02231	bden_JEL423_supercont1.2	1457791	1459100	-1	yes
estExt_fgenesh1_pm.C_110067.5	bden_t_33600	bdenJAM81_scaffold_11	831806	832905	1	BDEG_07788	BDET_07809	bden_JEL423_supercont1.13	764380	767538	-1	yes
estExt_fgenesh1_pg.C_10430.5	bden_t_34009	bdenJAM81_scaffold_1	1283339	1286781	1	BDEG_00475	BDET_00477	bden_JEL423_supercont1.1	1283472	1286708	-1	no
estExt_fgenesh1_pg.C_10430.5	bden_t_34009	bdenJAM81_scaffold_1	1283339	1286781	1	BDEG_00476	BDET_00478	bden_JEL423_supercont1.1	1286873	1291242	-1	no
GP3.042770.5	bden_t_88718	bdenJAM81_scaffold_6	1344787	1345909	-1	BDEG_04559	BDET_04573	bden_JEL423_supercont1.6	207670	208609	-1	yes
GP3.048030.5	bden_t_89244	bdenJAM81_scaffold_7	1283876	1284176	-1	BDEG_02996	BDET_03004	bden_JEL423_supercont1.3	1262813	1265733	-1	yes
e_gw1.18.122.1.5	bden_t_14774	bdenJAM81_scaffold_18	394352	395265	1	BDEG_03149	BDET_03157	bden_JEL423_supercont1.3	1672145	1673072	-1	yes
e_gw1.3.220.1.5	bden_t_9908	bdenJAM81_scaffold_3	938635	940731	1	BDEG_04205	BDET_04217	bden_JEL423_supercont1.5	939470	941551	-1	yes
estExt_fgenesh1_pg.C_50431.5	bden_t_35040	bdenJAM81_scaffold_5	1381727	1385284	-1	BDEG_05528	BDET_05545	bden_JEL423_supercont1.7	1222390	1225941	-1	yes
e_gw1.5.163.1.5	bden_t_10975	bdenJAM81_scaffold_5	1258902	1260702	-1	BDEG_05472	BDET_05489	bden_JEL423_supercont1.7	1102295	1104095	-1	yes
fgenesh1_pg.C_scaffold_2000109.5	bden_t_22722	bdenJAM81_scaffold_2	321283	321780	1						NO_GENES_IN_INTERVAL
fgenesh1_pg.C_scaffold_4000448.5	bden_t_24209	bdenJAM81_scaffold_4	1380940	1382338	1	BDEG_02019	BDET_02023	bden_JEL423_supercont1.2	908721	910779	-1	yes
fgenesh1_pg.C_scaffold_8000083.5	bden_t_25751	bdenJAM81_scaffold_8	284777	288307	-1	BDEG_06356	BDET_06373	bden_JEL423_supercont1.9	992234	995764	-1	yes
fgenesh1_pg.C_scaffold_4000456.5	bden_t_24217	bdenJAM81_scaffold_4	1407128	1407894	-1	BDEG_02010	BDET_02014	bden_JEL423_supercont1.2	883165	883931	-1	yes
fgenesh1_pg.C_scaffold_11000177.5	bden_t_26922	bdenJAM81_scaffold_11	566046	567933	1	BDEG_07684	BDET_07704	bden_JEL423_supercont1.13	498105	499272	-1	yes
GP3.079840.5	bden_t_92425	bdenJAM81_scaffold_17	130366	131883	-1	BDEG_08484	BDET_08509	bden_JEL423_supercont1.16	389386	390903	-1	yes
fgenesh1_pg.C_scaffold_6000367.5	bden_t_25138	bdenJAM81_scaffold_6	1107876	1108953	-1	BDEG_04630	BDET_04644	bden_JEL423_supercont1.6	426845	427922	-1	yes
GP3.067770.5	bden_t_91218	bdenJAM81_scaffold_12	259859	262083	-1	BDEG_07314	BDET_07334	bden_JEL423_supercont1.12	404815	407039	-1	yes
fgenesh1_pg.C_scaffold_6000058.5	bden_t_24829	bdenJAM81_scaffold_6	206512	207010	1	BDEG_04994	BDET_05009	bden_JEL423_supercont1.6	1352157	1352655	-1	yes
estExt_fgenesh1_pg.C_170140.5	bden_t_36223	bdenJAM81_scaffold_17	463020	464491	1	BDEG_08345	BDET_08370	bden_JEL423_supercont1.16	46039	47498	-1	yes
GP3.084080.5	bden_t_92849	bdenJAM81_scaffold_20	27841	28638	1	BDEG_06461	BDET_06479	bden_JEL423_supercont1.10	238987	239784	-1	yes
fgenesh1_pg.C_scaffold_11000017.5	bden_t_26762	bdenJAM81_scaffold_11	61781	63416	-1	BDEG_07518	BDET_07538	bden_JEL423_supercont1.13	31979	33316	-1	yes
estExt_Genewise1.C_100061.5	bden_t_17332	bdenJAM81_scaffold_10	282262	285904	1	BDEG_06863	BDET_06882	bden_JEL423_supercont1.11	254689	257316	-1	no
estExt_Genewise1.C_100061.5	bden_t_17332	bdenJAM81_scaffold_10	282262	285904	1	BDEG_06864	BDET_06883	bden_JEL423_supercont1.11	257535	259220	-1	no
GP3.062190.5	bden_t_90660	bdenJAM81_scaffold_10	307651	309163	1	BDEG_06870	BDET_06889	bden_JEL423_supercont1.11	280317	281829	-1	yes
fgenesh1_pg.C_scaffold_10000088.5	bden_t_26501	bdenJAM81_scaffold_10	278825	280372	-1	BDEG_06862	BDET_06881	bden_JEL423_supercont1.11	251236	252909	-1	yes
estExt_Genewise1Plus.C_40433.5	bden_t_19340	bdenJAM81_scaffold_4	1323280	1325198	-1	BDEG_02043	BDET_02047	bden_JEL423_supercont1.2	965861	967928	-1	yes
estExt_fgenesh1_pg.C_30206.5	bden_t_34580	bdenJAM81_scaffold_3	682111	683653	1	BDEG_04102	BDET_04113	bden_JEL423_supercont1.5	678523	680062	-1	yes
estExt_Genewise1.C_90172.5	bden_t_17188	bdenJAM81_scaffold_9	634053	637982	1	BDEG_05751	BDET_05768	bden_JEL423_supercont1.8	439591	443332	-1	yes
fgenesh1_pg.C_scaffold_4000343.5	bden_t_24104	bdenJAM81_scaffold_4	1000087	1003564	1	BDEG_02147	BDET_02152	bden_JEL423_supercont1.2	1274747	1275966	-1	no
fgenesh1_pg.C_scaffold_4000343.5	bden_t_24104	bdenJAM81_scaffold_4	1000087	1003564	1	BDEG_02148	BDET_02153	bden_JEL423_supercont1.2	1276393	1277805	-1	no
e_gw1.11.141.1.5	bden_t_13213	bdenJAM81_scaffold_11	576188	577745	-1	BDEG_07687	BDET_07707	bden_JEL423_supercont1.13	508580	508967	-1	no
e_gw1.11.141.1.5	bden_t_13213	bdenJAM81_scaffold_11	576188	577745	-1	BDEG_07686	BDET_07706	bden_JEL423_supercont1.13	507530	508079	-1	no
estExt_fgenesh1_pg.C_30318.5	bden_t_34619	bdenJAM81_scaffold_3	989354	991199	1	BDEG_04223	BDET_04236	bden_JEL423_supercont1.5	990256	991985	-1	yes
GP3.015780.5	bden_t_86019	bdenJAM81_scaffold_1	3908187	3910655	1	BDEG_01468	BDET_01472	bden_JEL423_supercont1.1	3936801	3939729	-1	yes
estExt_fgenesh1_pg.C_80302.5	bden_t_35448	bdenJAM81_scaffold_8	907793	911049	-1	BDEG_06100	BDET_06117	bden_JEL423_supercont1.9	354076	356098	-1	yes
e_gw1.1.1109.1.5	bden_t_8991	bdenJAM81_scaffold_1	4351416	4352069	1	BDEG_01642	BDET_01646	bden_JEL423_supercont1.1	4377701	4382736	-1	yes
estExt_fgenesh1_pg.C_80186.5	bden_t_35399	bdenJAM81_scaffold_8	554827	559072	-1	BDEG_06234	BDET_06251	bden_JEL423_supercont1.9	709562	713803	-1	yes
estExt_fgenesh1_pg.C_60230.5	bden_t_35110	bdenJAM81_scaffold_6	720387	721734	1	BDEG_04793	BDET_04807	bden_JEL423_supercont1.6	831394	832723	-1	yes
GP3.042380.5	bden_t_88679	bdenJAM81_scaffold_6	1313083	1314433	-1	BDEG_04570	BDET_04584	bden_JEL423_supercont1.6	237355	240337	-1	yes
GP3.044720.5	bden_t_88913	bdenJAM81_scaffold_6	506458	511749	1	BDEG_04870	BDET_04885	bden_JEL423_supercont1.6	1041426	1046717	-1	yes
GP3.049400.5	bden_t_89381	bdenJAM81_scaffold_7	258897	259889	1	BDEG_02629	BDET_02636	bden_JEL423_supercont1.3	251027	251944	-1	yes
estExt_fgenesh1_pg.C_140160.5	bden_t_36043	bdenJAM81_scaffold_14	476246	478382	-1	BDEG_01753	BDET_01757	bden_JEL423_supercont1.2	204070	206045	-1	yes
fgenesh1_pg.C_scaffold_1000437.5	bden_t_21564	bdenJAM81_scaffold_1	1291349	1292568	-1	BDEG_00477	BDET_00479	bden_JEL423_supercont1.1	1291562	1292738	-1	yes
GP3.058000.5	bden_t_90241	bdenJAM81_scaffold_9	25318	26025	-1	BDEG_05961	BDET_05978	bden_JEL423_supercont1.8	1059844	1060551	-1	yes
fgenesh1_pg.C_scaffold_23000008.5	bden_t_28711	bdenJAM81_scaffold_23	11966	13856	1						NO_SYNTENIC_ALIGNMENT
estExt_Genewise1Plus.C_10825.5	bden_t_18481	bdenJAM81_scaffold_1	2551202	2553336	1	BDEG_00964	BDET_00968	bden_JEL423_supercont1.1	2560013	2562105	-1	yes
e_gw1.1.882.1.5	bden_t_7998	bdenJAM81_scaffold_1	1715453	1716925	-1	BDEG_00638	BDET_00641	bden_JEL423_supercont1.1	1709134	1711908	-1	yes
fgenesh1_pg.C_scaffold_3000118.5	bden_t_23322	bdenJAM81_scaffold_3	378960	382828	1	BDEG_03999	BDET_04009	bden_JEL423_supercont1.5	379024	382923	-1	yes
estExt_Genewise1Plus.C_60337.5	bden_t_19649	bdenJAM81_scaffold_6	970148	972389	-1	BDEG_04689	BDET_04703	bden_JEL423_supercont1.6	580966	581631	-1	yes
fgenesh1_pg.C_scaffold_13000082.5	bden_t_27371	bdenJAM81_scaffold_13	229801	231848	-1	BDEG_06669	BDET_06687	bden_JEL423_supercont1.10	782516	784563	-1	yes
gw1.4.58.1.5	bden_t_786	bdenJAM81_scaffold_4	651515	654783	1	BDEG_02301	BDET_02307	bden_JEL423_supercont1.2	1646533	1650476	-1	yes
fgenesh1_pg.C_scaffold_17000123.5	bden_t_28296	bdenJAM81_scaffold_17	397537	398947	1	BDEG_08376	BDET_08401	bden_JEL423_supercont1.16	112470	113880	-1	yes
GP3.017030.5	bden_t_86144	bdenJAM81_scaffold_2	340356	342449	1	BDEG_03737	BDET_03746	bden_JEL423_supercont1.4	1478485	1480576	-1	yes
GP3.011950.5	bden_t_85636	bdenJAM81_scaffold_1	107874	110069	-1	BDEG_00038	BDET_00038	bden_JEL423_supercont1.1	113958	115339	-1	yes
GP3.026590.5	bden_t_87100	bdenJAM81_scaffold_3	1135211	1137021	-1	BDEG_04278	BDET_04292	bden_JEL423_supercont1.5	1136169	1137734	-1	yes
GP3.030070.5	bden_t_87448	bdenJAM81_scaffold_4	644741	646674	1	BDEG_02297	BDET_02302	bden_JEL423_supercont1.2	1639191	1641959	-1	yes
GP3.038970.5	bden_t_88338	bdenJAM81_scaffold_5	419807	420717	1	BDEG_05158	BDET_05173	bden_JEL423_supercont1.7	263903	264777	-1	yes
e_gw1.94.2.1.5	bden_t_15110	bdenJAM81_scaffold_94	5834	6409	-1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_7000316.5	bden_t_25564	bdenJAM81_scaffold_7	992692	993906	1	BDEG_02896	BDET_02904	bden_JEL423_supercont1.3	980945	982240	-1	yes
fgenesh1_pg.C_scaffold_69000004.5	bden_t_28853	bdenJAM81_scaffold_69	3229	4917	1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_2000032.5	bden_t_22645	bdenJAM81_scaffold_2	107709	108230	1	BDEG_03838	BDET_03848	bden_JEL423_supercont1.4	1715815	1716336	-1	yes
estExt_fgenesh1_pg.C_70094.5	bden_t_35205	bdenJAM81_scaffold_7	306385	308819	1	BDEG_02647	BDET_02654	bden_JEL423_supercont1.3	298444	300703	-1	yes
GP3.000650.5	bden_t_84506	bdenJAM81_scaffold_1	351672	352702	-1	BDEG_00135	BDET_00135	bden_JEL423_supercont1.1	357340	358344	-1	yes
GP3.084970.5	bden_t_92938	bdenJAM81_scaffold_26	2956	3647	-1						NO_SYNTENIC_ALIGNMENT
GP3.047730.5	bden_t_89214	bdenJAM81_scaffold_7	1141355	1143309	-1	BDEG_02945	BDET_02953	bden_JEL423_supercont1.3	1122862	1124793	-1	yes
fgenesh1_pg.C_scaffold_12000024.5	bden_t_27075	bdenJAM81_scaffold_12	76988	78152	1	BDEG_07236	BDET_07255	bden_JEL423_supercont1.12	190021	190823	-1	yes
GP3.085850.5	bden_t_93026	bdenJAM81_scaffold_45	8761	10777	1	BDEG_06256	BDET_06273	bden_JEL423_supercont1.9	765223	767201	-1	yes
e_gw1.8.284.1.5	bden_t_12187	bdenJAM81_scaffold_8	835691	837600	1	BDEG_06128	BDET_06145	bden_JEL423_supercont1.9	426947	429911	-1	no
e_gw1.8.284.1.5	bden_t_12187	bdenJAM81_scaffold_8	835691	837600	1	BDEG_06129	BDET_06146	bden_JEL423_supercont1.9	430301	431040	-1	no
fgenesh1_pg.C_scaffold_1001483.5	bden_t_22610	bdenJAM81_scaffold_1	4411564	4417210	1	BDEG_01671	BDET_01675	bden_JEL423_supercont1.1	4439255	4440070	-1	yes
GP3.086150.5	bden_t_93056	bdenJAM81_scaffold_56	6895	7923	1						NO_SYNTENIC_ALIGNMENT
GP3.049840.5	bden_t_89425	bdenJAM81_scaffold_7	716325	717854	1	BDEG_02798	BDET_02805	bden_JEL423_supercont1.3	709499	710823	-1	yes
e_gw1.2.420.1.5	bden_t_9379	bdenJAM81_scaffold_2	525983	528226	-1	BDEG_03661	BDET_03670	bden_JEL423_supercont1.4	1286793	1291438	-1	yes
fgenesh1_pg.C_scaffold_1000259.5	bden_t_21386	bdenJAM81_scaffold_1	761513	762378	1	BDEG_00286	BDET_00288	bden_JEL423_supercont1.1	758308	759058	-1	yes
fgenesh1_pg.C_scaffold_6000410.5	bden_t_25181	bdenJAM81_scaffold_6	1253153	1263705	-1	BDEG_04582	BDET_04596	bden_JEL423_supercont1.6	290730	295070	-1	no
fgenesh1_pg.C_scaffold_6000410.5	bden_t_25181	bdenJAM81_scaffold_6	1253153	1263705	-1	BDEG_04583	BDET_04597	bden_JEL423_supercont1.6	295397	301159	-1	no
estExt_fgenesh1_kg.C_40083.5	bden_t_36846	bdenJAM81_scaffold_4	986562	987302	-1	BDEG_02151	BDET_02156	bden_JEL423_supercont1.2	1286274	1291475	-1	yes
e_gw1.14.232.1.5	bden_t_14151	bdenJAM81_scaffold_14	289942	290091	-1						NO_GENES_IN_INTERVAL
estExt_fgenesh1_pg.C_20304.5	bden_t_34422	bdenJAM81_scaffold_2	936645	938970	1	BDEG_03520	BDET_03528	bden_JEL423_supercont1.4	876987	879287	-1	yes
fgenesh1_pg.C_scaffold_6000444.5	bden_t_25215	bdenJAM81_scaffold_6	1385591	1388020	1	BDEG_04545	BDET_04559	bden_JEL423_supercont1.6	165661	166627	-1	yes
GP3.081850.5	bden_t_92626	bdenJAM81_scaffold_18	104782	105994	-1	BDEG_03036	BDET_03044	bden_JEL423_supercont1.3	1372687	1373706	-1	yes
GP3.080460.5	bden_t_92487	bdenJAM81_scaffold_17	456048	456392	1	BDEG_08349	BDET_08374	bden_JEL423_supercont1.16	54133	54477	-1	yes
estExt_fgenesh1_pg.C_10234.5	bden_t_33941	bdenJAM81_scaffold_1	697312	697972	1	BDEG_00263	BDET_00265	bden_JEL423_supercont1.1	703278	703810	-1	no
estExt_fgenesh1_pg.C_10234.5	bden_t_33941	bdenJAM81_scaffold_1	697312	697972	1	BDEG_00264	BDET_00266	bden_JEL423_supercont1.1	703907	705701	-1	no
e_gw1.2.366.1.5	bden_t_9288	bdenJAM81_scaffold_2	1460277	1461161	1	BDEG_03336	BDET_03344	bden_JEL423_supercont1.4	352841	353943	-1	yes
e_gw1.13.250.1.5	bden_t_13702	bdenJAM81_scaffold_13	225628	226840	1	BDEG_06672	BDET_06690	bden_JEL423_supercont1.10	787498	788508	-1	yes
fgenesh1_pg.C_scaffold_16000142.5	bden_t_28112	bdenJAM81_scaffold_16	373578	376898	-1	BDEG_08103	BDET_08126	bden_JEL423_supercont1.15	7418	10738	-1	yes
GP3.073550.5	bden_t_91796	bdenJAM81_scaffold_14	17231	17746	-1	BDEG_01924	BDET_01928	bden_JEL423_supercont1.2	663315	663944	-1	yes
estExt_Genewise1.C_10402.5	bden_t_15373	bdenJAM81_scaffold_1	1251652	1252928	-1	BDEG_00464	BDET_00466	bden_JEL423_supercont1.1	1251862	1253058	-1	yes
fgenesh1_pg.C_scaffold_5000379.5	bden_t_24663	bdenJAM81_scaffold_5	1227680	1228510	-1	BDEG_05462	BDET_05479	bden_JEL423_supercont1.7	1071072	1071999	-1	yes
e_gw1.8.306.1.5	bden_t_12394	bdenJAM81_scaffold_8	750710	751509	-1	BDEG_06160	BDET_06177	bden_JEL423_supercont1.9	514846	515915	-1	yes
estExt_fgenesh1_kg.C_10050.5	bden_t_36365	bdenJAM81_scaffold_1	738118	738882	-1	BDEG_00282	BDET_00284	bden_JEL423_supercont1.1	742007	745591	-1	yes
GP3.014760.5	bden_t_85917	bdenJAM81_scaffold_1	3004184	3005182	1	BDEG_01125	BDET_01129	bden_JEL423_supercont1.1	3017445	3018735	-1	yes
e_gw1.2.446.1.5	bden_t_9641	bdenJAM81_scaffold_2	1051447	1052292	1	BDEG_03480	BDET_03488	bden_JEL423_supercont1.4	763682	764527	-1	yes
GP3.087070.5	bden_t_93148	bdenJAM81_scaffold_94	4616	4858	-1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_19000066.5	bden_t_28584	bdenJAM81_scaffold_19	221933	222868	-1	BDEG_08547	BDET_08572	bden_JEL423_supercont1.17	64607	65485	-1	yes
e_gw1.43.4.1.5	bden_t_15047	bdenJAM81_scaffold_43	13294	13581	-1						NO_SYNTENIC_ALIGNMENT
GP3.034120.5	bden_t_87853	bdenJAM81_scaffold_4	780229	780793	1	BDEG_02243	BDET_02248	bden_JEL423_supercont1.2	1497331	1497648	-1	yes
GP3.001480.5	bden_t_84589	bdenJAM81_scaffold_1	798618	800431	1	BDEG_00297	BDET_00299	bden_JEL423_supercont1.1	795599	797274	-1	no
GP3.001480.5	bden_t_84589	bdenJAM81_scaffold_1	798618	800431	1	BDEG_00298	BDET_00300	bden_JEL423_supercont1.1	797080	798402	-1	no
fgenesh1_pg.C_scaffold_1001197.5	bden_t_22324	bdenJAM81_scaffold_1	3541999	3544556	1	BDEG_01341	BDET_01345	bden_JEL423_supercont1.1	3569483	3572040	-1	yes
estExt_fgenesh1_kg.C_90066.5	bden_t_37211	bdenJAM81_scaffold_9	962265	963208	1	BDEG_05627	BDET_05644	bden_JEL423_supercont1.8	111138	116154	-1	yes
fgenesh1_pg.C_scaffold_9000019.5	bden_t_26107	bdenJAM81_scaffold_9	87076	87683	-1	BDEG_05943	BDET_05960	bden_JEL423_supercont1.8	997565	998172	-1	yes
GP3.064820.5	bden_t_90923	bdenJAM81_scaffold_11	551019	551342	-1	BDEG_08672	BDET_08697	bden_JEL423_supercont1.21	21721	23068	-1	yes
gw1.5.400.1.5	bden_t_6620	bdenJAM81_scaffold_5	762903	763217	1	BDEG_05270	BDET_05286	bden_JEL423_supercont1.7	605294	606977	-1	yes
estExt_Genewise1.C_40325.5	bden_t_16333	bdenJAM81_scaffold_4	951160	952862	-1	BDEG_02167	BDET_02172	bden_JEL423_supercont1.2	1325165	1326665	-1	yes
GP3.087000.5	bden_t_93141	bdenJAM81_scaffold_93	5904	6485	-1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_1000324.5	bden_t_21451	bdenJAM81_scaffold_1	956925	959064	-1	BDEG_00356	BDET_00358	bden_JEL423_supercont1.1	953740	955879	-1	yes
GP3.084540.5	bden_t_92895	bdenJAM81_scaffold_22	26534	28354	-1						NO_GENES_IN_INTERVAL
GP3.046270.5	bden_t_89068	bdenJAM81_scaffold_7	427980	432569	-1	BDEG_02688	BDET_02695	bden_JEL423_supercont1.3	420748	422663	-1	no
GP3.046270.5	bden_t_89068	bdenJAM81_scaffold_7	427980	432569	-1	BDEG_02689	BDET_02696	bden_JEL423_supercont1.3	423971	425133	-1	no
gw1.16.145.1.5	bden_t_5132	bdenJAM81_scaffold_16	138406	139032	1	BDEG_08207	BDET_08232	bden_JEL423_supercont1.15	245286	246164	-1	yes
estExt_fgenesh1_kg.C_30058.5	bden_t_36720	bdenJAM81_scaffold_3	932267	933514	1	BDEG_04202	BDET_04214	bden_JEL423_supercont1.5	933126	934353	-1	yes
fgenesh1_pm.C_scaffold_3000107.5	bden_t_29700	bdenJAM81_scaffold_3	1222179	1225274	1	BDEG_04314	BDET_04328	bden_JEL423_supercont1.5	1221987	1225803	-1	yes
fgenesh1_pg.C_scaffold_37000003.5	bden_t_28778	bdenJAM81_scaffold_37	6955	7620	-1						NO_SYNTENIC_ALIGNMENT
GP3.074610.5	bden_t_91902	bdenJAM81_scaffold_15	182301	185837	-1	BDEG_08027	BDET_08049	bden_JEL423_supercont1.14	685374	686105	-1	no
GP3.074610.5	bden_t_91902	bdenJAM81_scaffold_15	182301	185837	-1	BDEG_08028	BDET_08050	bden_JEL423_supercont1.14	687141	688814	-1	no
e_gw1.15.129.1.5	bden_t_14309	bdenJAM81_scaffold_15	128920	130210	-1	BDEG_08051	BDET_08074	bden_JEL423_supercont1.14	740930	741594	-1	no
e_gw1.15.129.1.5	bden_t_14309	bdenJAM81_scaffold_15	128920	130210	-1	BDEG_08052	BDET_08075	bden_JEL423_supercont1.14	741981	745883	-1	no
fgenesh1_pg.C_scaffold_16000010.5	bden_t_27980	bdenJAM81_scaffold_16	21418	23905	-1	BDEG_08254	BDET_08279	bden_JEL423_supercont1.15	360524	363011	-1	yes
estExt_fgenesh1_pg.C_20126.5	bden_t_34372	bdenJAM81_scaffold_2	359249	363860	-1	BDEG_03728	BDET_03737	bden_JEL423_supercont1.4	1457087	1461647	-1	yes
fgenesh1_pg.C_scaffold_2000390.5	bden_t_23003	bdenJAM81_scaffold_2	1215846	1218816	-1	BDEG_03428	BDET_03436	bden_JEL423_supercont1.4	601846	604173	-1	yes
GP3.078840.5	bden_t_92325	bdenJAM81_scaffold_17	132296	133068	-1	BDEG_08483	BDET_08508	bden_JEL423_supercont1.16	388208	388973	-1	yes
fgenesh1_pg.C_scaffold_212000002.5	bden_t_29057	bdenJAM81_scaffold_212	3527	3968	1						NO_SYNTENIC_ALIGNMENT
GP3.079930.5	bden_t_92434	bdenJAM81_scaffold_17	55344	56159	-1	BDEG_08513	BDET_08538	bden_JEL423_supercont1.16	465226	466075	-1	yes
fgenesh1_pg.C_scaffold_5000214.5	bden_t_24498	bdenJAM81_scaffold_5	764924	765406	1	BDEG_05272	BDET_05288	bden_JEL423_supercont1.7	608375	608857	-1	yes
GP3.040160.5	bden_t_88457	bdenJAM81_scaffold_5	1436978	1438015	1	BDEG_05547	BDET_05564	bden_JEL423_supercont1.7	1277626	1278617	-1	yes
GP3.044690.5	bden_t_88910	bdenJAM81_scaffold_6	470838	471198	1	BDEG_04888	BDET_04903	bden_JEL423_supercont1.6	1081737	1082274	-1	yes
estExt_Genewise1.C_100073.5	bden_t_17340	bdenJAM81_scaffold_10	334455	338822	1	BDEG_06884	BDET_06903	bden_JEL423_supercont1.11	307362	311471	-1	yes
GP3.006250.5	bden_t_85066	bdenJAM81_scaffold_1	3472966	3478013	-1	BDEG_01315	BDET_01319	bden_JEL423_supercont1.1	3500039	3505085	-1	yes
GP3.062720.5	bden_t_90713	bdenJAM81_scaffold_10	839873	840444	1	BDEG_07101	BDET_07120	bden_JEL423_supercont1.11	822787	825022	-1	yes
GP3.067040.5	bden_t_91145	bdenJAM81_scaffold_12	566476	568383	-1	BDEG_07424	BDET_07444	bden_JEL423_supercont1.12	716869	718916	-1	yes
fgenesh1_pg.C_scaffold_3000262.5	bden_t_23466	bdenJAM81_scaffold_3	838897	839515	1						NO_GENES_IN_INTERVAL
GP3.074740.5	bden_t_91915	bdenJAM81_scaffold_15	260545	262402	-1	BDEG_07994	BDET_08016	bden_JEL423_supercont1.14	609078	610624	-1	yes
GP3.052460.5	bden_t_89687	bdenJAM81_scaffold_8	1207895	1208448	-1	BDEG_05987	BDET_06004	bden_JEL423_supercont1.9	55427	55753	-1	yes
GP3.031180.5	bden_t_87559	bdenJAM81_scaffold_4	1273025	1274574	-1	BDEG_02061	BDET_02065	bden_JEL423_supercont1.2	1016489	1017871	-1	yes
gw1.19.51.1.5	bden_t_7668	bdenJAM81_scaffold_19	158445	158657	1	BDEG_08569	BDET_08594	bden_JEL423_supercont1.17	128755	130275	-1	yes
e_gw1.1.14.1.5	bden_t_8502	bdenJAM81_scaffold_1	3699275	3704848	1	BDEG_01397	BDET_01401	bden_JEL423_supercont1.1	3727920	3733946	-1	yes
GP3.016040.5	bden_t_86045	bdenJAM81_scaffold_1	4150681	4152923	1	BDEG_01561	BDET_01565	bden_JEL423_supercont1.1	4178483	4183367	-1	yes
fgenesh1_pg.C_scaffold_5000244.5	bden_t_24528	bdenJAM81_scaffold_5	853250	854667	-1	BDEG_05303	BDET_05319	bden_JEL423_supercont1.7	696774	697863	-1	yes
GP3.081350.5	bden_t_92576	bdenJAM81_scaffold_18	460393	461664	1	BDEG_03176	BDET_03184	bden_JEL423_supercont1.3	1738220	1739385	-1	yes
fgenesh1_pm.C_scaffold_4000122.5	bden_t_29868	bdenJAM81_scaffold_4	1310101	1310941	-1	BDEG_02047	BDET_02051	bden_JEL423_supercont1.2	980118	980958	-1	yes
GP3.010560.5	bden_t_85497	bdenJAM81_scaffold_1	1507807	1508844	-1	BDEG_00558	BDET_00561	bden_JEL423_supercont1.1	1500423	1502467	-1	yes
estExt_Genewise1Plus.C_20435.5	bden_t_18886	bdenJAM81_scaffold_2	1486083	1487875	-1	BDEG_03325	BDET_03333	bden_JEL423_supercont1.4	326134	328627	-1	yes
fgenesh1_pg.C_scaffold_7000193.5	bden_t_25441	bdenJAM81_scaffold_7	605195	605800	-1	BDEG_02757	BDET_02764	bden_JEL423_supercont1.3	598235	598840	-1	yes
estExt_fgenesh1_pm.C_10200.5	bden_t_32725	bdenJAM81_scaffold_1	2464974	2468038	1	BDEG_00931	BDET_00935	bden_JEL423_supercont1.1	2460268	2463203	-1	yes
gw1.1.1020.1.5	bden_t_5214	bdenJAM81_scaffold_1	4067150	4068814	1	BDEG_01529	BDET_01533	bden_JEL423_supercont1.1	4095760	4096489	-1	no
gw1.1.1020.1.5	bden_t_5214	bdenJAM81_scaffold_1	4067150	4068814	1	BDEG_01530	BDET_01534	bden_JEL423_supercont1.1	4096354	4097617	-1	no
